INV_NO;DEPTO;OFICINA_NO;AUXILIAR;PARTIDA_NO;COD_ENTIDAD;COD_ANTIGUO;SERIE;DESCRIPCION;ESTADO;GEOGRAFICA;ESPECIFICA;EMP_NO;PROCEDENCIA;FECHA_INGRESO;OBSERVACIONES
AF-1586;LA PAZ;OF-01;GAVETERO;PART-01;SIN CODIGO;PCDDD1083010;-;GABETERO DE MADERA DE 75 CAJAS;REGULAR;CALLE BOLIVAR S/N;ACHACHICALA;E-43;POL;31/3/2015;VERIFICADO CON KATERINE
AF-1587;LA PAZ;OF-01;GAVETERO;PART-01;SIN CODIGO;PCDDD1083011;-;GABETERO DE MADERA DE 75 CAJAS;REGULAR;CALLE BOLIVAR S/N;ACHACHICALA;E-43;POL;31/3/2015;VERIFICADO CON KATERINE
AF-1588;LA PAZ;OF-01;GAVETERO;PART-01;SIN CODIGO;PCDDD1083012;-;GABETERO DE MADERA DE 75 CAJAS;REGULAR;CALLE BOLIVAR S/N;ACHACHICALA;E-43;POL;31/3/2015;VERIFICADO CON KATERINE
AF-1589;LA PAZ;OF-01;GAVETERO;PART-01;SIN CODIGO;PCDDD1083013;-;GABETERO DE MADERA DE 75 CAJAS;REGULAR;CALLE BOLIVAR S/N;ACHACHICALA;E-43;POL;31/3/2015;VERIFICADO CON KATERINE
AF-1590;LA PAZ;OF-01;GAVETERO;PART-01;SIN CODIGO;PCDDD1083014;-;GABETERO DE MADERA DE 10 CAJAS;REGULAR;CALLE BOLIVAR S/N;ACHACHICALA;E-43;POL;31/3/2015;VERIFICADO CON KATERINE
AF-1591;LA PAZ;OF-01;GAVETERO;PART-01;SIN CODIGO;PCDDD1083015;-;GABETERO DE MADERA DE 65 CAJAS;REGULAR;CALLE BOLIVAR S/N;ACHACHICALA;E-43;POL;31/3/2015;VERIFICADO CON KATERINE
AF-1592;LA PAZ;OF-01;GAVETERO;PART-01;SIN CODIGO;PCDDD1083016;-;GABETERO DE MADERA DE 65 CAJAS;REGULAR;CALLE BOLIVAR S/N;ACHACHICALA;E-43;POL;31/3/2015;VERIFICADO CON KATERINE
AF-1593;LA PAZ;OF-01;GAVETERO;PART-01;SIN CODIGO;PCDDD1083017;-;GABETERO DE MADERA DE 75 CAJAS;REGULAR;CALLE BOLIVAR S/N;ACHACHICALA;E-43;POL;31/3/2015;VERIFICADO CON KATERINE
AF-1594;LA PAZ;OF-01;GAVETERO;PART-01;SIN CODIGO;PCDDD1083018;-;GABETERO DE MADERA DE 75 CAJAS;REGULAR;CALLE BOLIVAR S/N;ACHACHICALA;E-43;POL;31/3/2015;VERIFICADO CON KATERINE
AF-1595;LA PAZ;OF-01;GAVETERO;PART-01;SIN CODIGO;PCDDD1083019;-;GABETERO DE MADERA DE 75 CAJAS;REGULAR;CALLE BOLIVAR S/N;ACHACHICALA;E-43;POL;31/3/2015;VERIFICADO CON KATERINE
AF-1596;LA PAZ;OF-01;GAVETERO;PART-01;SIN CODIGO;PCDDD1083020;-;GABETERO DE MADERA DE 75 CAJAS;REGULAR;CALLE BOLIVAR S/N;ACHACHICALA;E-43;POL;31/3/2015;VERIFICADO CON KATERINE
AF-1597;LA PAZ;OF-01;GAVETERO;PART-01;SIN CODIGO;PCDDD1083021;-;GABETERO DE MADERA DE 75 CAJAS;REGULAR;CALLE BOLIVAR S/N;ACHACHICALA;E-43;POL;31/3/2015;VERIFICADO CON KATERINE
AF-1598;LA PAZ;OF-01;GAVETERO;PART-01;SIN CODIGO;PCDDD1083022;-;GABETERO DE MADERA DE 75 CAJAS;REGULAR;CALLE BOLIVAR S/N;ACHACHICALA;E-43;POL;31/3/2015;VERIFICADO CON KATERINE
AF-1599;LA PAZ;OF-01;GAVETERO;PART-01;SIN CODIGO;PCDDD1083023;-;GABETERO DE MADERA DE 35 CAJAS MAS 18 CAJAS SUELTAS;REGULAR;CALLE BOLIVAR S/N;ACHACHICALA;E-43;POL;31/3/2015;VERIFICADO CON KATERINE
AF-1600;LA PAZ;OF-01;PERCHERO;PART-01;SIN CODIGO;PCDDDI083028;-;PERCHERA DE MADERA;REGULAR;ZONA ACHACHICALA;ARCHIVO;E-100;POL;31/3/2015;-
AF-1601;LA PAZ;OF-01;SILLA;PART-01;SIN CODIGO;PCDDDI068011;-;SILLA DE MADERA CON TAPIZ DE CUERINA C. CAFÉ;REGULAR;CALLE BOLIVAR S/N;ARCHIVO DE DOCUMENTOS A KA;E-43;POL;31/3/2015;-
AF-1602;LA PAZ;OF-01;SILLA;PART-01;20301030395;PCDDDI074011;-;SILLA DE MADERA C. CAFÉ;REGULAR;CALLE BOLIVAR S/N;5 PISO;E-63;POL;31/3/2015;-
AF-1603;LA PAZ;OF-01;TRANSFORMADOR DE VOLTAJE;PART-03;SIN CODIGO;02-114-4370-29-0105;-;TRANSFORMADOR DE VOLTAJE MARCA TRQ MOD. A-500 VA;BUENO;CALLE BOLIVAR S/N;ARCHIVO DE TIPS;E-67;PCG;31/3/2015;SIN REGISTRO EN EL SIAF
AF-1604;LA PAZ;OF-01;CAJA;PART-01;SIN CODIGO;SIN CODIGO;-;CAJAS DE MADERA MEDIANA CON NEGATIVOS;REGULAR;CALLE BOLIVAR S/N;ACHACHICALA;E-43;POL;31/3/2015;-
AF-1605;LA PAZ;OF-04;TECLADO;PART-06;20306020026;012704-1039;-;TECLADO MARCA EBIT C. NEGRO;REGULAR;SUB-ALCALDIA DISTRITO - 1;PORTERIA;E-176;ENTIDAD;31/3/2015;-
AF-1606;LA PAZ;OF-01;CPU;PART-05;20305020058;SIN CODIGO;-;CPU MARCA DELUX;REGULAR;CALLE BOLIVAR S/N;UNIDAD TRAMITES ADMINISTRATIVOS;E-117;POL;31/3/2015;-
AF-1607;LA PAZ;OF-09;ESCRITORIO;PART-01;20301010132;PCGDNI021010;-;ESCRITORIO DE MADERA PARA COMPUTADORA C. PLOMO 120X60X80 CM.;REGULAR;CALLE 4 S/N ZONA PACAJES CALUYO;DESCARTE;E-109;POL;31/3/2015;-
AF-1608;LA PAZ;OF-01;MESA;PART-01;20301060027;PCDDDI068006;-;MESA DE MADERA CON 1 CAJON Y UNA PUERTA C. CAFÉ 70X54X80 CM.;REGULAR;CALLE BOLIVAR S/N;UNIDAD TRAMITES ADMINISTRATIVOS;E-117;POL;31/3/2015;-
AF-1609;LA PAZ;OF-01;MESA;PART-01;20301060130;SIN CODIGO;-;MESA DE TRABAJO Nº 4 TABLERO AGLOMERADO ESTANTE 3 DIVISIONES 1 CAJONER C. AZUL BLANCO 110X155 CM.;BUENO;CALLE BOLIVAR S/N;UNIDAD TRAMITES ADMINISTRATIVOS;E-117;ENTIDAD;31/3/2015;-
AF-1610;LA PAZ;OF-01;MONITOR;PART-05;20305010046;011104-1096;908NDUN7K054;"MONITOR LCD DE 19"" MARCA LG MOD. W1943CV";REGULAR;CALLE BOLIVAR S/N;UNIDAD TRAMITES ADMINISTRATIVOS;E-117;POL;31/3/2015;-
AF-1611;LA PAZ;OF-01;GAVETERO;PART-01;20301020058;SIN CODIGO;-;GAVETERO DE MADERA DE 4 GAVETAS C. AZUL;BUENO;CALLE BOLIVAR S/N;UNIDAD TRAMITES ADMINISTRATIVOS;E-117;ENTIDAD;31/3/2015;-
AF-1612;LA PAZ;OF-01;MOUSE;PART-06;SIN CODIGO;SIN CODIGO;-;MOUSE MARCA EBIT;REGULAR;CALLE BOLIVAR S/N;UNIDAD TRAMITES ADMINISTRATIVOS;E-117;POL;31/3/2015;-
AF-1613;LA PAZ;OF-01;MUEBLES;PART-01;20301010053;SIN CODIGO;-;MUEBLE DE COMPUTADORA C. CAFÉ;REGULAR;CALLE BOLIVAR S/N;UNIDAD TRAMITES ADMINISTRATIVOS;E-117;POL;31/3/2015;-
AF-1614;LA PAZ;OF-01;SILLA;PART-01;20301030106;012702-1190;-;SILLA DE MADERA ESTRUCTURA ALTA CON APOYA BRAZOS C. CAFÉ;REGULAR;CALLE BOLIVAR S/N;UNIDAD TRAMITES ADMINISTRATIVOS;E-117;POL;31/3/2015;-
AF-1615;LA PAZ;OF-01;SILLA;PART-01;20301030105;012702-1189;-;SILLA DE MADERA ESTRUCTURA ALTA CON APOYA BRAZOS C. CAFÉ;REGULAR;CALLE BOLIVAR S/N;UNIDAD TRAMITES ADMINISTRATIVOS;E-117;POL;31/3/2015;-
AF-1616;LA PAZ;OF-01;SILLA;PART-01;20301030103;01-13-02-0482;-;SILLA GIRATORIA TIPO SECRETARIA TAPIZ DE TELA SIN ESPALDAR C. GRIS;MALO;CALLE BOLIVAR S/N;UNIDAD TRAMITES ADMINISTRATIVOS;E-117;POL;31/3/2015;-
AF-1617;LA PAZ;OF-01;TECLADO;PART-06;20306020062;012704-1327;K52061002001550;TECLADO MARCA DELUX MOD. K5206;REGULAR;CALLE BOLIVAR S/N;UNIDAD TRAMITES ADMINISTRATIVOS;E-117;POL;31/3/2015;-
AF-1618;LA PAZ;OF-01;SILLA;PART-01;20301030232;PCDDDI071030;-;SILLA DE MADERA C. CAFÉ;REGULAR;CALLE BOLIVAR S/N;UNIDAD TRAMITES ADMINISTRATIVOS;E-117;POL;31/3/2015;-
AF-1619;LA PAZ;OF-01;IMPRESORA;PART-05;20505050431;SIN CODIGO;S6BK054890;IMPRESORA MARCA EPSON EXPRESSION MOD. XP-211;BUENO;CALLE BOLIVAR S/N;OPERACIONES PISO 1;E-117;ENTIDAD;31/3/2015;-
AF-1620;LA PAZ;OF-01;SILLA;PART-01;20301030428;SIN CODIGO;-;SILLA FIJA CON TAPIZ DE TELA C. NEGRO;BUENO;CALLE BOLIVAR S/N;OPERACIONES PISO 2;E-117;ENTIDAD;31/3/2015;-
AF-1621;LA PAZ;OF-01;SILLA;PART-01;20301040195;SIN CODIGO;-;SILLA GIRATORIO SEMI EJECUTIVO CON APOYA BRAZOS Y TAPIZ DE TELA C. NEGRO;BUENO;CALLE BOLIVAR S/N;OPERACIONES PISO 2;E-117;ENTIDAD;31/3/2015;-
AF-1622;LA PAZ;OF-01;REGULADOR DE VOLTAJE;PART-03;20310100020;CNE-FRG-1548;09173602053369FNN;REGULADOR DE VOLTAJE MARCA OMEGA MOD. PCG-1200;REGULAR;CALLE BOLIVAR S/N;OPERACIONES PISO 2;E-117;ENTIDAD;31/3/2015;-
AF-1623;LA PAZ;OF-01;CAMARA FOTOGRAFICA;PART-03;20310100021;CNE-FCD-1548;CAM2056;CAMARA DIGITAL M. CANON MOD. SX1101S;REGULAR;CALLE BOLIVAR S/N;OPERACIONES PISO 2;E-117;ENTIDAD;31/3/2015;-
AF-1624;LA PAZ;OF-01;MONITOR;PART-05;20310100021;CNE-FMT-1548;CN0Y858D7287296A4HPL;"MONITOR LCD DE 19"" MARCA DELL MOD. E1909WF";REGULAR;CALLE BOLIVAR S/N;OPERACIONES PISO 2;E-117;ENTIDAD;31/3/2015;-
AF-1625;LA PAZ;OF-01;CPU;PART-05;20310100021;CNE-FPC-1548;CYPFKK1;CPU MARCA DELL CORE 2 DUO 3M7000 MOD. OPTIPLEX 365;REGULAR;CALLE BOLIVAR S/N;OPERACIONES PISO 2;E-117;ENTIDAD;31/3/2015;-
AF-1626;LA PAZ;OF-01;USB DE ALIMENTACION;PART-06;20310100021;CNE-FHB-1548;OU93USA1G04006;USB DE 4 PUERTOS DE ALIMENTACION M. IOGEAR MOD. GUH285 S. OU93USA1G04006;REGULAR;CALLE BOLIVAR S/N;OPERACIONES PISO 2;E-117;ENTIDAD;31/3/2015;-
AF-1627;LA PAZ;OF-01;TECLADO;PART-06;20310100021;CNE-FTC-1548;CN-0DJ415-71616-954-009Q;TECLADO MARCA DELL MOD. SK-8115;REGULAR;CALLE BOLIVAR S/N;OPERACIONES PISO 2;E-117;ENTIDAD;31/3/2015;-
AF-1628;LA PAZ;OF-01;FUNJIBLE;PART-06;20310100021;SIN CODIGO;-;CABLE DE EXTENCION DE 6 MT. C. AMARILLO;REGULAR;CALLE BOLIVAR S/N;OPERACIONES PISO 2;E-117;ENTIDAD;31/3/2015;-
AF-1629;LA PAZ;OF-01;MOUSE;PART-06;20310100021;SIN CODIGO;I0L048GA;MOUSE MARCA DELL MOD. DP/N:OXN967;REGULAR;CALLE BOLIVAR S/N;OPERACIONES PISO 2;E-117;ENTIDAD;31/3/2015;-
AF-1630;LA PAZ;OF-01;TRIPODE;PART-01;20310100015;SIN CODIGO;-;TRIPODE DE CAMARA FOTOGRAFICA DE ALUMINIO C. PLOMO;REGULAR;CALLE BOLIVAR S/N;OPERACIONES PISO 2;E-117;ENTIDAD;31/3/2015;-
AF-1631;LA PAZ;OF-01;ESCRITORIO;PART-01;20301010029;PCDDDI080061;-;ESCRITORIO DE MADERA DE 4 CAJONES C. CAFE 120X70X78 CM.;REGULAR;CALLE BOLIVAR S/N;ARCHIVOS LIBRO MATRIZ;E-44;POL;31/3/2015;-
AF-1632;LA PAZ;OF-01;ESCRITORIO;PART-01;20301010090;SEP-EMA-LP-001;-;ESCRITORIO DE MADERA DE 4 CAJONES CON TAPA DE FORMICA C. CAFE;REGULAR;CALLE BOLIVAR S/N;ARCHIVOS LIBRO MATRIZ;E-44;ENTIDAD;31/3/2015;-
AF-1633;LA PAZ;OF-01;SILLA;PART-01;20301030046;PCDDDI080062;-;SILLA DE MADERA CON TAPIZ DE C. PLOMO;REGULAR;CALLE BOLIVAR S/N;ARCHIVOS LIBRO MATRIZ;E-44;POL;31/3/2015;-
AF-1634;LA PAZ;OF-01;SILLA;PART-01;20301030047;SIN CODIGO;-;SILLA PEQUEÑA DE MADERA C. ROBLE;REGULAR;CALLE BOLIVAR S/N;ARCHIVOS LIBRO MATRIZ;E-44;POL;31/3/2015;-
AF-1635;LA PAZ;OF-01;SILLA;PART-01;20301030048;SIN CODIGO;-;SILLA DE MADERA C. ROBLE;REGULAR;CALLE BOLIVAR S/N;ARCHIVOS LIBRO MATRIZ;E-44;POL;31/3/2015;-
AF-1636;LA PAZ;OF-01;SILLA;PART-01;20301040174;SIN CODIGO;-;SILLA GIRATORIO SEMI EJECUTIVO CON APOYA BRAZOS Y TAPIZ DE TELA C. NEGRO;BUENO;CALLE BOLIVAR S/N;ARCHIVOS LIBRO MATRIZ;E-44;ENTIDAD;31/3/2015;-
AF-1637;LA PAZ;OF-01;ESTANTE;PART-01;20301050100;PCDDDI070018;-;ESTANTE DE MADERA DE 4 DIVISIONES C. CAFÉ 88X43X184 CM.;REGULAR;CALLE BOLIVAR S/N;ARCHIVOS LIBRO MATRIZ;E-44;POL;31/3/2015;-
AF-1638;LA PAZ;OF-01;MONITOR;PART-05;20305010009;PCGDNI030003;L0365HS460600030982;MONITOR MARCA NARA MOD. HF-154B;REGULAR;CALLE BOLIVAR S/N;ARCHIVOS LIBRO MATRIZ;E-44;POL;31/3/2015;-
AF-1639;LA PAZ;OF-01;CPU;PART-05;20305020044;01-13-04-0626;-;CPU MARCA GABA;REGULAR;CALLE BOLIVAR S/N;ARCHIVOS LIBRO MATRIZ;E-44;POL;31/3/2015;-
AF-1640;LA PAZ;OF-01;TECLADO;PART-06;20306020015;PCGDNI030004;C0611415154;TECLADO MARCA NARA MOD. DK2288;REGULAR;CALLE BOLIVAR S/N;ARCHIVOS LIBRO MATRIZ;E-44;POL;31/3/2015;-
AF-1641;LA PAZ;OF-01;MOUSE;PART-06;20306030012;SIN CODIGO;-;MOUSE MARCA EBIT;REGULAR;CALLE BOLIVAR S/N;ARCHIVOS LIBRO MATRIZ;E-44;POL;31/3/2015;-
AF-1642;LA PAZ;OF-01;SILLA;PART-01;20301040048;SIN CODIGO;-;SILLA GIRATORIO SEMI EJECUTIVO CON APOYA BRAZOS Y TAPIZ DE TELA C. NEGRO;BUENO;CALLE BOLIVAR S/N;INICIO DE TRAMITE;E-121;ENTIDAD;31/3/2015;-
AF-1643;LA PAZ;OF-01;LAPTOP;PART-05;20305030055;01-111-4312-01-0593;G16DYJ1;LAPTOP MARCA DELL INSPIRION MOD. PP41L;REGULAR;CALLE BOLIVAR S/N;INICIO DE TRAMITE;E-121;PCG;31/3/2015;SIN REGISTRO EN EL SIAF
AF-1644;LA PAZ;OF-01;SILLA;PART-01;20301040023;PCDDDI080106;-;SILLA GIRATORIO CON APOYA BRAZOS Y TAPIZ DE TELA C. AZUL;REGULAR;CALLE BOLIVAR S/N;PORTERIA;E-121;POL;31/3/2015;-
AF-1645;LA PAZ;OF-01;EXTINTOR;PART-03;20103050035;232043;232043;EXTINTOR DE POLVO QUIMICO SECO PQS/ABC MARCA POWDER CAPACIDAD 6 KG.;BUENO;CALLE BOLIVAR S/N;DACTILOSCOPIA;E-123;ENTIDAD;31/3/2015;-
AF-1646;LA PAZ;OF-01;ESCRITORIO;PART-01;20301010083;012702-0173;-;ESCRITORIO DE MADERA DE 1 CAJON C. ROBLE 75X43X75 CM.;REGULAR;CALLE BOLIVAR S/N;DACTILOSCOPIA;E-123;POL;31/3/2015;-
AF-1647;LA PAZ;OF-01;ESCRITORIO;PART-01;20301010087;SIN CODIGO;-;ESCRITORIO BIMO DAL CON 4 CAJONESC. PLOMO 216X60X78 CM.;REGULAR;CALLE BOLIVAR S/N;DACTILOSCOPIA;E-123;POL;31/3/2015;-
AF-1648;LA PAZ;OF-01;ESCRITORIO;PART-01;20301010126;SIN CODIGO;-;ESCRITORIO BIMODAL CON 4 CAJONES C. PLOMO 216X60X78 CM.;REGULAR;CALLE BOLIVAR S/N;DACTILOSCOPIA;E-123;POL;31/3/2015;-
AF-1649;LA PAZ;OF-01;GAVETERO;PART-01;20301020040;PCDDDI074007;-;GAVETERO METALICO DE 4 GAVETAS C. PLOMO;REGULAR;CALLE BOLIVAR S/N;DACTILOSCOPIA;E-123;POL;31/3/2015;-
AF-1650;LA PAZ;OF-01;GAVETERO;PART-01;20301020069;SIN CODIGO;-;GAVETERO DE MADERA DE 4 GAVETAS C. AZUL BLANCO;BUENO;CALLE BOLIVAR S/N;DACTILOSCOPIA;E-123;ENTIDAD;31/3/2015;-
AF-1651;LA PAZ;OF-01;SILLA;PART-01;20301040117;SIN CODIGO;-;SILLA GIRATORIO SEMI EJECUTIVO CON APOYA BRAZOS Y TAPIZ DE TELA C. NEGRO;BUENO;CALLE BOLIVAR S/N;DACTILOSCOPIA;E-162;ENTIDAD;31/3/2015;-
AF-1652;LA PAZ;OF-01;CREDENZA;PART-01;20301070017;SIN CODIGO;-;CREDENZA DE 3 PUERTAS Y 2 DIVISIONES C. AZUL BLANCO;BUENO;CALLE BOLIVAR S/N;DACTILOSCOPIA;E-123;ENTIDAD;31/3/2015;-
AF-1653;LA PAZ;OF-01;ESTUFA;PART-03;20303090014;SIN CODIGO;11-MGF-1345;ESTUFA MARCA MAGAFFESA MOD. WARM;BUENO;CALLE BOLIVAR S/N;DACTILOSCOPIA;E-123;ENTIDAD;31/3/2015;-
AF-1654;LA PAZ;OF-01;ESTUFA;PART-03;20303090015;SIN CODIGO;11-MGF-1345;ESTUFA MARCA MAGAFFESA MOD. WARM;BUENO;CALLE BOLIVAR S/N;DACTILOSCOPIA;E-123;ENTIDAD;31/3/2015;-
AF-1655;LA PAZ;OF-01;ESTUFA;PART-03;20303090033;SIN CODIGO;09-MGF-1345;ESTUFA MARCA MAGAFFESA MOD. WARM;BUENO;CALLE BOLIVAR S/N;DACTILOSCOPIA;E-123;ENTIDAD;31/3/2015;-
AF-1656;LA PAZ;OF-01;MONITOR;PART-05;20305010080;SIN CODIGO;9051903092;MONITOR MARCA SURE MOD. SR-L17N;REGULAR;CALLE BOLIVAR S/N;DACTILOSCOPIA;E-123;ENTIDAD;31/3/2015;-
AF-1657;LA PAZ;OF-01;CPU;PART-05;20305020079;SIN CODIGO;-;CPU MARCA DELUX;REGULAR;CALLE BOLIVAR S/N;DACTILOSCOPIA;E-123;POL;31/3/2015;-
AF-1658;LA PAZ;OF-01;TECLADO;PART-06;20306020072;SIN CODIGO;K80600907001660;TECLADO MARCA DELUX MOD. K8060;REGULAR;CALLE BOLIVAR S/N;DACTILOSCOPIA;E-123;POL;31/3/2015;-
AF-1659;LA PAZ;OF-01;BANCA;PART-01;20501240033;SIN CODIGO;-;BANCA DE TRES SILLAS ESTRUCTURA METALICA;BUENO;CALLE BOLIVAR S/N;DACTILOSCOPIA;E-123;ENTIDAD;31/3/2015;-
AF-1660;LA PAZ;OF-01;BANCA;PART-01;20501240034;SIN CODIGO;-;BANCA DE TRES SILLAS ESTRUCTURA METALICA;BUENO;CALLE BOLIVAR S/N;DACTILOSCOPIA;E-123;ENTIDAD;31/3/2015;-
AF-1661;LA PAZ;OF-01;BANCA;PART-01;20501240035;SIN CODIGO;-;BANCA DE TRES SILLAS ESTRUCTURA METALICA;BUENO;CALLE BOLIVAR S/N;DACTILOSCOPIA;E-123;ENTIDAD;31/3/2015;-
AF-1662;LA PAZ;OF-01;BANCA;PART-01;20501240036;SIN CODIGO;-;BANCA DE TRES SILLAS ESTRUCTURA METALICA;BUENO;CALLE BOLIVAR S/N;DACTILOSCOPIA;E-123;ENTIDAD;31/3/2015;-
AF-1663;LA PAZ;OF-01;BANCA;PART-01;20501240037;SIN CODIGO;-;BANCA DE TRES SILLAS ESTRUCTURA METALICA;BUENO;CALLE BOLIVAR S/N;DACTILOSCOPIA;E-123;ENTIDAD;31/3/2015;-
AF-1664;LA PAZ;OF-01;BANCA;PART-01;20501240038;SIN CODIGO;-;BANCA DE TRES SILLAS ESTRUCTURA METALICA;BUENO;CALLE BOLIVAR S/N;DACTILOSCOPIA;E-123;ENTIDAD;31/3/2015;-
AF-1665;LA PAZ;OF-01;BANCA;PART-01;20501240039;SIN CODIGO;-;BANCA DE TRES SILLAS ESTRUCTURA METALICA;BUENO;CALLE BOLIVAR S/N;DACTILOSCOPIA;E-123;ENTIDAD;31/3/2015;-
AF-1666;LA PAZ;OF-01;BANCA;PART-01;20501240040;SIN CODIGO;-;BANCA DE TRES SILLAS ESTRUCTURA METALICA;BUENO;CALLE BOLIVAR S/N;DACTILOSCOPIA;E-123;ENTIDAD;31/3/2015;-
AF-1667;LA PAZ;OF-01;BANCA;PART-01;20501240041;SIN CODIGO;-;BANCA DE TRES SILLAS ESTRUCTURA METALICA;BUENO;CALLE BOLIVAR S/N;DACTILOSCOPIA;E-123;ENTIDAD;31/3/2015;-
AF-1668;LA PAZ;OF-01;BANCA;PART-01;20501240042;SIN CODIGO;-;BANCA DE TRES SILLAS ESTRUCTURA METALICA;BUENO;CALLE BOLIVAR S/N;DACTILOSCOPIA;E-123;ENTIDAD;31/3/2015;-
AF-1669;LA PAZ;OF-01;BANCA;PART-01;20501240043;SIN CODIGO;-;BANCA DE TRES SILLAS ESTRUCTURA METALICA;BUENO;CALLE BOLIVAR S/N;DACTILOSCOPIA;E-123;ENTIDAD;31/3/2015;-
AF-1670;LA PAZ;OF-01;BANCA;PART-01;20501240044;SIN CODIGO;-;BANCA DE TRES SILLAS ESTRUCTURA METALICA;BUENO;CALLE BOLIVAR S/N;DACTILOSCOPIA;E-123;ENTIDAD;31/3/2015;-
AF-1671;LA PAZ;OF-01;BANCA;PART-01;20501240045;SIN CODIGO;-;BANCA DE TRES SILLAS ESTRUCTURA METALICA;BUENO;CALLE BOLIVAR S/N;DACTILOSCOPIA;E-123;ENTIDAD;31/3/2015;-
AF-1672;LA PAZ;OF-01;BANCA;PART-01;20501240046;SIN CODIGO;-;BANCA DE TRES SILLAS ESTRUCTURA METALICA;BUENO;CALLE BOLIVAR S/N;DACTILOSCOPIA;E-123;ENTIDAD;31/3/2015;-
AF-1673;LA PAZ;OF-01;BANCA;PART-01;20501240047;SIN CODIGO;-;BANCA DE TRES SILLAS ESTRUCTURA METALICA;BUENO;CALLE BOLIVAR S/N;DACTILOSCOPIA;E-123;ENTIDAD;31/3/2015;-
AF-1674;LA PAZ;OF-01;BANCA;PART-01;20501240048;SIN CODIGO;-;BANCA DE TRES SILLAS ESTRUCTURA METALICA;BUENO;CALLE BOLIVAR S/N;DACTILOSCOPIA;E-123;ENTIDAD;31/3/2015;-
AF-1675;LA PAZ;OF-01;BANCA;PART-01;20501240049;SIN CODIGO;-;BANCA DE TRES SILLAS ESTRUCTURA METALICA;BUENO;CALLE BOLIVAR S/N;DACTILOSCOPIA;E-123;ENTIDAD;31/3/2015;-
AF-1676;LA PAZ;OF-01;BANCA;PART-01;20501240050;SIN CODIGO;-;BANCA DE TRES SILLAS ESTRUCTURA METALICA;BUENO;CALLE BOLIVAR S/N;DACTILOSCOPIA;E-123;ENTIDAD;31/3/2015;-
AF-1677;LA PAZ;OF-01;BANCA;PART-01;20501240051;SIN CODIGO;-;BANCA DE TRES SILLAS ESTRUCTURA METALICA;BUENO;CALLE BOLIVAR S/N;DACTILOSCOPIA;E-123;ENTIDAD;31/3/2015;-
AF-1678;LA PAZ;OF-01;BANCA;PART-01;20501240052;SIN CODIGO;-;BANCA DE TRES SILLAS ESTRUCTURA METALICA;BUENO;CALLE BOLIVAR S/N;DACTILOSCOPIA;E-123;ENTIDAD;31/3/2015;-
AF-1679;LA PAZ;OF-01;BANCA;PART-01;20501240053;SIN CODIGO;-;BANCA DE TRES SILLAS ESTRUCTURA METALICA;BUENO;CALLE BOLIVAR S/N;DACTILOSCOPIA;E-123;ENTIDAD;31/3/2015;-
AF-1680;LA PAZ;OF-01;BANCA;PART-01;20501240054;SIN CODIGO;-;BANCA DE TRES SILLAS ESTRUCTURA METALICA;BUENO;CALLE BOLIVAR S/N;DACTILOSCOPIA;E-123;ENTIDAD;31/3/2015;-
AF-1681;LA PAZ;OF-01;BANCA;PART-01;20501240055;SIN CODIGO;-;BANCA DE TRES SILLAS ESTRUCTURA METALICA;BUENO;CALLE BOLIVAR S/N;DACTILOSCOPIA;E-123;ENTIDAD;31/3/2015;-
AF-1682;LA PAZ;OF-01;BANCA;PART-01;20501240056;SIN CODIGO;-;BANCA DE TRES SILLAS ESTRUCTURA METALICA;BUENO;CALLE BOLIVAR S/N;DACTILOSCOPIA;E-123;ENTIDAD;31/3/2015;-
AF-1683;LA PAZ;OF-01;BANCA;PART-01;20501240057;SIN CODIGO;-;BANCA DE TRES SILLAS ESTRUCTURA METALICA;BUENO;CALLE BOLIVAR S/N;DACTILOSCOPIA;E-123;ENTIDAD;31/3/2015;-
AF-1684;LA PAZ;OF-01;BANCA;PART-01;20501240058;SIN CODIGO;-;BANCA DE TRES SILLAS ESTRUCTURA METALICA;BUENO;CALLE BOLIVAR S/N;DACTILOSCOPIA;E-123;ENTIDAD;31/3/2015;-
AF-1685;LA PAZ;OF-01;SILLA;PART-01;SIN CODIGO;EE3 KA333930;-;SILLA DE RUEDAS MANUAL;BUENO;CALLE BOLIVAR S/N;DACTILOSCOPIA;E-123;ENTIDAD;31/3/2015;-
AF-1686;LA PAZ;OF-01;IMPRESORA;PART-05;SIN CODIGO;01-114-4312-02-0279;CNBK867103;IMPRESORA MARCA HP MOD. LASERJET 1020;REGULAR;CALLE BOLIVAR S/N;DACTILOSCOPIA;E-123;PCG;31/3/2015;SIN REGISTRO EN EL SIAF
AF-1687;LA PAZ;OF-01;MOUSE;PART-06;20306030060;SIN CODIGO;CTFB7330AUJTWCLM;MOUSE MARCA HP MOD. N8ROP-02;REGULAR;CALLE BOLIVAR S/N;DACTILOSCOPIA;E-123;POL;31/3/2015;-
AF-1688;LA PAZ;OF-01;CPU;PART-05;20305020038;012704-1035;-;CPU MARCA EBIT;REGULAR;CALLE BOLIVAR S/N;SANEAMIENTO DOCUMENTAL;E-123;POL;31/3/2015;-
AF-1689;LA PAZ;OF-01;CREDENZA;PART-01;20301070012;SIN CODIGO;-;CREDENZA DE TABLERO AGLOMERADO C. AZUL-BLANCO 3 PUERTAS Y 2 DIVISIONES;BUENO;CALLE BOLIVAR S/N;SANEAMIENTO DOCUMENTAL;E-123;ENTIDAD;31/3/2015;-
